t,ID,x,y,vx,vy
5.0000,0,4.797690,0.439731,0.881204,0.028675
5.0000,1,1.068990,0.447742,0.016655,-0.032061
5.0000,2,1.231540,1.140250,-0.023298,-0.009230
5.0000,3,1.629200,0.822198,0.076349,-0.001249
5.0000,4,1.399190,0.367126,0.037581,0.079628
5.0000,5,1.328080,0.756742,0.011367,0.041004
5.0000,6,1.773560,0.432236,0.088420,0.012873
5.0000,7,2.846120,0.701203,0.871767,0.019529
5.1000,0,4.902930,0.441293,1.212520,0.003406
5.1000,1,1.073280,0.453143,0.062756,0.116269
5.1000,2,1.231510,1.140190,0.020553,0.006154
5.1000,3,1.638990,0.821829,0.119634,-0.007965
5.1000,4,1.404680,0.380212,0.072068,0.169902
5.1000,5,1.325890,0.759993,-0.053773,0.017307
5.1000,6,1.784540,0.433496,0.131613,0.011567
5.1000,7,2.935360,0.703825,0.901116,0.011286
5.2000,0,4.996760,0.444439,-0.048223,0.076920
5.2000,1,1.084570,0.463288,-0.007868,-0.033535
5.2000,2,1.233570,1.137270,-0.028142,-0.052093
5.2000,3,1.649550,0.820537,0.043198,-0.004592
5.2000,4,1.417910,0.395530,0.048493,0.082858
5.2000,5,1.323350,0.757373,-0.033668,-0.040540
5.2000,6,1.802360,0.437131,0.087049,-0.001203
5.2000,7,3.021540,0.701938,0.844054,-0.012628
5.3000,0,4.989690,0.453157,-0.091643,0.096775
5.3000,1,1.085580,0.459060,0.021702,-0.055482
5.3000,2,1.231290,1.134670,-0.014847,0.001309
5.3000,3,1.654080,0.819844,0.049839,-0.009544
5.3000,4,1.422100,0.399645,0.040264,0.014474
5.3000,5,1.318620,0.755611,-0.067757,0.006844
5.3000,6,1.811060,0.436831,0.090260,-0.005072
5.3000,7,3.104490,0.701751,0.815945,0.008164
5.4000,0,4.993510,0.461439,0.159628,0.069761
5.4000,1,1.089730,0.455688,0.056617,-0.014486
5.4000,2,1.234450,1.134500,0.068220,0.004712
5.4000,3,1.658550,0.818930,0.041787,-0.009363
5.4000,4,1.426600,0.401221,0.048745,0.023282
5.4000,5,1.313630,0.754398,-0.034262,-0.020626
5.4000,6,1.819360,0.436588,0.077945,-0.001442
5.4000,7,3.192250,0.699723,0.935333,-0.046883
5.5000,0,4.999500,0.461273,0.057050,-0.023201
5.5000,1,1.090280,0.454091,-0.041434,-0.016048
5.5000,2,1.238760,1.132560,0.019817,-0.042044
5.5000,3,1.662110,0.818192,0.030530,-0.005807
5.5000,4,1.432230,0.401670,0.064859,-0.012628
5.5000,5,1.312470,0.750923,0.009788,-0.048724
5.5000,6,1.827030,0.437085,0.076962,0.011093
5.5000,7,3.271540,0.695335,0.659679,-0.041061
5.6000,0,5.006970,0.451232,0.093364,-0.133787
5.6000,1,1.108170,0.449373,0.285777,-0.149484
5.6000,2,1.238080,1.127910,-0.009242,-0.081579
5.6000,3,1.667180,0.816359,0.046485,-0.014985
5.6000,4,1.448610,0.400053,0.306854,-0.077458
5.6000,5,1.315930,0.747045,0.072092,-0.082391
5.6000,6,1.845580,0.438793,0.342227,0.015287
5.6000,7,3.339320,0.695250,0.694695,0.036760
5.7000,0,5.014210,0.439398,0.028616,-0.104243
5.7000,1,1.138560,0.430946,0.331703,-0.206689
5.7000,2,1.253720,1.118660,0.232137,-0.103596
5.7000,3,1.677140,0.810633,0.179657,-0.119238
5.7000,4,1.483820,0.394091,0.388503,-0.043231
5.7000,5,1.330650,0.731237,0.231388,-0.215678
5.7000,6,1.882900,0.438408,0.399674,-0.005154
5.7000,7,3.420600,0.696852,0.916007,-0.017342
5.8000,0,5.016640,0.430802,0.020086,-0.069024
5.8000,1,1.191980,0.409866,0.587118,-0.332649
5.8000,2,1.279200,1.107930,0.266356,-0.109522
5.8000,3,1.697470,0.796011,0.184714,-0.142068
5.8000,4,1.544050,0.390541,0.803214,-0.027644
5.8000,5,1.357430,0.711533,0.289651,-0.195311
5.8000,6,1.943090,0.439001,0.791796,0.016639
5.8000,7,3.502440,0.694244,0.727066,-0.034263
5.9000,0,5.018650,0.424058,0.020054,-0.065983
5.9000,1,1.267920,0.372757,0.945569,-0.380018
5.9000,2,1.293940,1.092510,0.128292,-0.150084
5.9000,3,1.718100,0.780794,0.240108,-0.162582
5.9000,4,1.615010,0.382555,-0.111999,0.045250
5.9000,5,1.386350,0.689295,0.279835,-0.248569
5.9000,6,2.030930,0.441447,0.937750,0.023224
5.9000,7,3.579320,0.691817,0.807815,-0.014917
6.0000,0,5.020390,0.418450,0.014768,-0.046881
6.0000,1,1.289700,0.350424,0.290720,-0.109880
6.0000,2,1.303980,1.078210,0.074988,-0.136078
6.0000,3,1.739010,0.766956,0.213360,-0.138566
6.0000,4,1.618480,0.392526,0.159482,0.164548
6.0000,5,1.391550,0.684266,0.054548,0.085533
6.0000,6,2.127240,0.445460,0.986753,0.055953
6.0000,7,3.661380,0.691641,0.832579,0.010556
6.1000,0,5.021610,0.414621,0.009769,-0.030292
6.1000,1,1.317660,0.337496,0.279207,-0.138690
6.1000,2,1.302530,1.076670,-0.060231,0.061407
6.1000,3,1.755630,0.757305,0.124585,-0.058262
6.1000,4,1.631880,0.406919,0.157139,0.163401
6.1000,5,1.394420,0.690209,0.045602,0.070946
6.1000,6,2.231940,0.446935,1.103280,-0.023795
6.1000,7,3.759210,0.694926,1.114620,0.053712
6.2000,0,5.007060,0.418153,-0.300619,0.100292
6.2000,1,1.346510,0.321186,0.297211,-0.185935
6.2000,2,1.299590,1.081790,-0.029842,0.054813
6.2000,3,1.773070,0.749818,0.119243,-0.036950
6.2000,4,1.647620,0.420833,0.057661,0.043822
6.2000,5,1.403520,0.697314,0.074199,0.059692
6.2000,6,2.349680,0.445375,1.228490,0.028079
6.2000,7,3.862370,0.700084,0.953913,0.049585
6.3000,0,4.990700,0.424493,-0.035325,0.028882
6.3000,1,1.366540,0.310553,0.107633,0.000688
6.3000,2,1.302170,1.085020,0.075162,0.012932
6.3000,3,1.782120,0.748434,0.089529,-0.007906
6.3000,4,1.654860,0.423790,0.083045,0.021645
6.3000,5,1.415970,0.703884,0.154436,0.060113
6.3000,6,2.454420,0.451480,0.878317,0.092386
6.3000,7,3.952470,0.709569,0.851485,0.137190
6.4000,0,4.989170,0.428229,0.003408,0.045296
6.4000,1,1.373810,0.308462,0.046960,-0.042391
6.4000,2,1.311010,1.086220,0.092543,0.016357
6.4000,3,1.790670,0.747803,0.091630,-0.007011
6.4000,4,1.663070,0.425225,0.086888,0.012504
6.4000,5,1.432690,0.710161,0.183733,0.069653
6.4000,6,2.539770,0.462061,0.831244,0.117715
6.4000,7,4.039580,0.723256,0.889442,0.136575
6.5000,0,4.988040,0.433687,-0.025043,0.063261
6.5000,1,1.388630,0.304196,0.259699,-0.051963
6.5000,2,1.318880,1.082890,0.113869,-0.086977
6.5000,3,1.807810,0.745236,0.244973,-0.035345
6.5000,4,1.674930,0.430419,0.151976,0.092341
6.5000,5,1.444420,0.709896,0.109953,-0.058863
6.5000,6,2.633630,0.473192,1.038950,0.105321
6.5000,7,4.117460,0.732480,0.675352,0.050763
6.6000,0,4.983590,0.437698,-0.062754,0.018455
6.6000,1,1.412800,0.293957,0.350798,-0.096070
6.6000,2,1.319690,1.076800,-0.103360,-0.038340
6.6000,3,1.834870,0.741353,0.288218,-0.034906
6.6000,4,1.691220,0.440253,0.174944,0.106012
6.6000,5,1.458230,0.713033,0.124641,0.087097
6.6000,6,2.743680,0.480791,1.158170,0.048548
6.6000,7,4.187880,0.739306,0.731103,0.084632
6.7000,0,4.994820,0.436118,0.276003,-0.047851
6.7000,1,1.442810,0.285740,0.252962,-0.074653
6.7000,2,1.324820,1.078010,0.195979,0.059256
6.7000,3,1.872380,0.738423,0.457230,-0.021380
6.7000,4,1.712840,0.450818,0.253827,0.103140
6.7000,5,1.463210,0.721859,-0.020537,0.094831
6.7000,6,2.846260,0.486648,0.901975,0.067952
6.7000,7,4.268760,0.744158,0.881526,0.014734
6.8000,0,5.017450,0.437349,-0.024371,0.082218
6.8000,1,1.453390,0.280544,-0.089962,-0.042292
6.8000,2,1.328990,1.074340,-0.000873,-0.077593
6.8000,3,1.898470,0.733811,0.268687,-0.028898
6.8000,4,1.720060,0.449084,0.039767,-0.027597
6.8000,5,1.477220,0.730298,0.290426,0.074618
6.8000,6,2.940470,0.496158,0.979701,0.120492
6.8000,7,4.346830,0.744301,0.686296,-0.011026
6.9000,0,5.015730,0.447486,-0.010594,0.119195
6.9000,1,1.438400,0.279482,-0.206712,0.016598
6.9000,2,1.335310,1.063190,0.122909,-0.143272
6.9000,3,1.934960,0.733839,0.592073,0.089300
6.9000,4,1.722130,0.444257,0.208911,-0.094043
6.9000,5,1.528760,0.738397,0.383333,0.051550
6.9000,6,3.060690,0.508315,1.410440,0.122582
6.9000,7,4.420570,0.740950,0.785114,-0.054546
7.0000,0,5.014800,0.452808,-0.007808,0.028001
7.0000,1,1.434090,0.282679,0.110055,0.046358
7.0000,2,1.349270,1.046300,0.155572,-0.192618
7.0000,3,1.975810,0.739440,0.305589,0.067372
7.0000,4,1.740430,0.446893,0.208372,0.083314
7.0000,5,1.562630,0.751142,0.295136,0.107613
7.0000,6,3.202310,0.523359,1.421610,0.176504
7.0000,7,4.483490,0.738014,0.483270,-0.005803
7.1000,0,5.013390,0.457840,-0.053605,0.069763
7.1000,1,1.455330,0.281751,0.308153,-0.061338
7.1000,2,1.371880,1.021900,0.292185,-0.291971
7.1000,3,2.026260,0.744025,0.688334,0.053204
7.1000,4,1.766040,0.458695,0.332658,0.176860
7.1000,5,1.598390,0.765936,0.424112,0.194878
7.1000,6,3.340320,0.535545,1.341260,0.070736
7.1000,7,4.536290,0.735137,0.569852,-0.050261
7.2000,0,5.007440,0.466068,-0.066216,0.094384
7.2000,1,1.471720,0.292140,0.210018,0.168614
7.2000,2,1.420600,0.983428,0.669050,-0.471834
7.2000,3,2.090380,0.748463,0.597120,0.035991
7.2000,4,1.796710,0.475656,0.277739,0.161420
7.2000,5,1.613780,0.767395,0.098316,-0.053769
7.2000,6,3.466980,0.536606,1.196840,-0.045633
7.2000,7,4.593590,0.724133,0.575852,-0.165966
7.3000,0,5.000490,0.476350,-0.072356,0.111097
7.3000,1,1.503090,0.317129,0.410910,0.325792
7.3000,2,1.446420,0.962966,0.097670,-0.100912
7.3000,3,2.163140,0.750810,0.849650,0.011643
7.3000,4,1.815850,0.482849,0.103065,-0.006984
7.3000,5,1.636710,0.753051,0.146878,-0.073266
7.3000,6,3.567880,0.533802,0.833219,-0.011584
7.3000,7,4.662490,0.709728,0.794913,-0.123544
7.4000,0,4.994830,0.485328,-0.042376,0.069380
7.4000,1,1.540550,0.344942,0.397598,0.275090
7.4000,2,1.455220,0.953564,0.052815,-0.101376
7.4000,3,2.245440,0.751609,0.798109,0.004581
7.4000,4,1.852530,0.497739,0.553509,0.259326
7.4000,5,1.647860,0.744573,0.056086,-0.100667
7.4000,6,3.667180,0.532405,1.142540,-0.016212
7.4000,7,4.736810,0.703246,0.694735,-0.009873
7.5000,0,4.989510,0.488520,-0.107372,0.016708
7.5000,1,1.573830,0.366813,0.198072,0.105691
7.5000,2,1.449610,0.949247,-0.158009,0.011290
7.5000,3,2.324700,0.750515,0.787441,-0.025469
7.5000,4,1.897820,0.527894,0.353792,0.322757
7.5000,5,1.666030,0.737586,0.158671,-0.087213
7.5000,6,3.786630,0.531294,1.243050,-0.006346
7.5000,7,4.764930,0.722849,0.244031,0.275383
7.6000,0,4.990120,0.491414,0.090166,0.042061
7.6000,1,1.588470,0.372141,0.100159,0.003853
7.6000,2,1.445720,0.948759,0.026833,-0.042867
7.6000,3,2.399470,0.748658,0.710537,-0.012107
7.6000,4,1.939120,0.557572,0.468335,0.272482
7.6000,5,1.682930,0.727482,0.177211,-0.113317
7.6000,6,3.911990,0.530287,1.263440,-0.013550
7.6000,7,4.790640,0.751593,0.291427,0.297037
7.7000,0,4.997440,0.489671,0.045778,-0.072753
7.7000,1,1.591530,0.375494,-0.038931,0.063758
7.7000,2,1.454690,0.940636,0.148356,-0.117182
7.7000,3,2.458130,0.750278,0.470606,0.042688
7.7000,4,1.985450,0.578062,0.458557,0.141670
7.7000,5,1.696280,0.717630,0.093671,-0.085369
7.7000,6,4.042620,0.526231,1.346360,-0.065827
7.7000,7,4.822840,0.782314,0.350564,0.316724
7.8000,0,5.002020,0.482574,0.045882,-0.069288
7.8000,1,1.605840,0.370659,0.102217,0.004879
7.8000,2,1.471850,0.926878,0.193282,-0.156648
7.8000,3,2.509270,0.755292,0.549550,0.057117
7.8000,4,2.031760,0.586332,0.467342,0.027532
7.8000,5,1.710930,0.706774,0.255146,-0.152796
7.8000,6,4.187290,0.516647,1.540570,-0.123918
7.8000,7,4.845830,0.812496,0.117078,0.287882
7.9000,0,5.004800,0.478442,0.010566,-0.015492
7.9000,1,1.604200,0.372385,-0.127420,0.028851
7.9000,2,1.487810,0.912137,0.128730,-0.138496
7.9000,3,2.568940,0.757860,0.655548,0.023517
7.9000,4,2.077300,0.587372,0.444213,-0.005632
7.9000,5,1.733550,0.695044,0.199070,-0.084099
7.9000,6,4.320340,0.504193,1.133900,-0.125130
7.9000,7,4.876320,0.834745,0.480622,0.161306
8.0000,0,5.003900,0.479766,-0.027214,0.040258
8.0000,1,1.598160,0.378670,0.002390,0.094648
8.0000,2,1.493670,0.896983,-0.007048,-0.163746
8.0000,3,2.639370,0.760415,0.749970,0.027525
8.0000,4,2.130480,0.584426,0.613744,-0.051743
8.0000,5,1.775210,0.689337,0.620030,-0.031778
8.0000,6,4.442080,0.494245,1.295520,-0.075481
8.0000,7,4.924670,0.844330,0.486151,0.034612
8.1000,0,5.001660,0.483140,-0.017049,0.025836
8.1000,1,1.607770,0.387293,0.178011,0.009133
8.1000,2,1.511730,0.885681,0.168397,-0.159507
8.1000,3,2.699580,0.762051,0.463643,0.005705
8.1000,4,2.194320,0.582122,0.661383,0.003814
8.1000,5,1.815130,0.687420,0.198386,0.061645
8.1000,6,4.579400,0.485647,1.445790,-0.095797
8.1000,7,4.943270,0.859964,0.222443,0.191610
8.2000,0,5.001070,0.484031,-0.004696,0.007146
8.2000,1,1.627370,0.387905,0.212865,0.002226
8.2000,2,1.528680,0.869025,0.171121,-0.172846
8.2000,3,2.748450,0.761488,0.512513,-0.017036
8.2000,4,2.275060,0.580605,0.944027,-0.032935
8.2000,5,1.848050,0.690864,0.451436,0.010078
8.2000,6,4.637070,0.485607,0.025114,0.085378
8.2000,7,4.979850,0.886489,0.531143,0.327969
8.3000,0,4.999520,0.483533,-0.025284,-0.016824
8.3000,1,1.661230,0.386086,0.456254,-0.037287
8.3000,2,1.556650,0.845876,0.380153,-0.286862
8.3000,3,2.812740,0.758948,0.764840,-0.033224
8.3000,4,2.361360,0.577670,0.787229,-0.026000
8.3000,5,1.893290,0.688893,0.453323,-0.047575
8.3000,6,4.626090,0.494050,-0.242893,0.083854
8.3000,7,5.021130,0.914762,-0.020098,0.062123
8.4000,0,4.996900,0.485897,-0.027696,0.044270
8.4000,1,1.705560,0.374535,0.396651,-0.135652
8.4000,2,1.594560,0.816839,0.378271,-0.293598
8.4000,3,2.911290,0.754700,1.191850,-0.051147
8.4000,4,2.456060,0.575234,1.096430,-0.022818
8.4000,5,1.955720,0.692544,0.818789,0.062294
8.4000,6,4.614040,0.499041,-0.005967,0.018155
8.4000,7,5.020180,0.917404,-0.002690,0.007387
8.5000,0,4.995620,0.487956,0.001040,-0.001695
8.5000,1,1.769380,0.363706,0.864229,-0.082689
8.5000,2,1.630800,0.788664,0.347432,-0.270686
8.5000,3,3.028260,0.750236,1.149020,-0.038553
8.5000,4,2.548810,0.569912,0.769458,-0.081670
8.5000,5,2.044580,0.693671,0.953919,-0.036464
8.5000,6,4.620680,0.499600,0.134183,-0.006165
8.5000,7,5.019540,0.919187,-0.009906,0.027641
8.6000,0,4.995400,0.486165,-0.002611,-0.028743
8.6000,1,1.863660,0.370418,1.173010,0.045900
8.6000,2,1.665550,0.762090,0.347464,-0.261132
8.6000,3,3.136500,0.745911,1.020050,-0.047636
8.6000,4,2.628690,0.563270,0.826329,-0.052153
8.6000,5,2.156580,0.690851,1.273280,-0.018236
8.6000,6,4.627830,0.495664,-0.016117,-0.050391
8.6000,7,5.018580,0.921881,-0.009297,0.026299
8.7000,0,4.996890,0.483479,0.030525,-0.048820
8.7000,1,1.989010,0.373606,1.328860,0.018758
8.7000,2,1.693770,0.740236,0.221387,-0.178621
8.7000,3,3.250010,0.740796,1.242650,-0.054429
8.7000,4,2.700020,0.562174,0.607608,0.027576
8.7000,5,2.291430,0.689269,1.418820,-0.013553
8.7000,6,4.629430,0.494038,0.044973,0.015250
8.7000,7,5.018370,0.922491,0.004502,-0.012818
8.8000,0,4.997450,0.482572,-0.017639,0.028009
8.8000,1,2.136760,0.375840,1.616470,0.025694
8.8000,2,1.724940,0.720943,0.449733,-0.179834
8.8000,3,3.367950,0.732674,1.120250,-0.106276
8.8000,4,2.756580,0.568931,0.526317,0.104981
8.8000,5,2.448130,0.689492,1.705650,0.016993
8.8000,6,4.631670,0.497591,0.001328,0.054506
8.8000,7,5.018440,0.921851,-0.002752,0.000398
8.9000,0,4.998070,0.481602,0.029700,-0.046874
8.9000,1,2.323810,0.376944,2.108100,-0.002661
8.9000,2,1.788510,0.700676,0.809638,-0.224042
8.9000,3,3.467750,0.719701,0.883560,-0.151663
8.9000,4,2.863180,0.582367,1.171250,0.117612
8.9000,5,2.550760,0.692259,0.746443,-0.006368
8.9000,6,4.638710,0.500545,0.098149,0.006879
8.9000,7,5.009180,0.921551,-0.176574,-0.006182
9.0000,0,5.001510,0.477858,0.038917,-0.028927
9.0000,1,2.481160,0.369589,-0.148775,-0.061209
9.0000,2,1.871220,0.681944,0.843523,-0.152959
9.0000,3,3.545140,0.707218,0.671401,-0.099732
9.0000,4,2.980070,0.588610,1.166670,0.010807
9.0000,5,2.607720,0.692151,-0.132190,-0.011796
9.0000,6,4.649740,0.502037,0.122551,0.022895
9.0000,7,5.004610,0.923158,0.076777,0.036883
9.1000,0,5.005910,0.472011,0.049802,-0.072145
9.1000,1,2.464200,0.366537,-0.203096,-0.049266
9.1000,2,1.961130,0.666346,0.951179,-0.158811
9.1000,3,3.613270,0.700092,0.690471,-0.044622
9.1000,4,3.108080,0.588712,1.386260,-0.008131
9.1000,5,2.608070,0.687276,0.140869,-0.038563
9.1000,6,4.660210,0.505634,0.085944,0.051482
9.1000,7,5.013290,0.929431,-0.041408,0.127430
9.2000,0,5.011720,0.465186,0.066125,-0.064495
9.2000,1,2.482680,0.365027,0.555918,0.001887
9.2000,2,2.047280,0.652659,0.777687,-0.116341
9.2000,3,3.690970,0.699694,0.858041,0.034042
9.2000,4,3.237350,0.585902,1.205190,-0.046790
9.2000,5,2.657820,0.684326,0.830812,-0.021470
9.2000,6,4.680860,0.507151,0.138658,-0.080225
9.2000,7,5.009400,0.940217,-0.034383,0.102829
9.3000,0,5.014440,0.459718,0.008749,-0.031709
9.3000,1,2.550100,0.366109,0.784837,0.019182
9.3000,2,2.131570,0.642772,0.903966,-0.082520
9.3000,3,3.777570,0.697889,0.873415,-0.066776
9.3000,4,3.337390,0.579457,0.808747,-0.080967
9.3000,5,2.730730,0.683609,0.633900,0.006214
9.3000,6,4.692810,0.502122,0.101347,-0.024154
9.3000,7,5.006240,0.948059,-0.029057,0.057583
9.4000,0,5.016080,0.453904,0.023162,-0.080651
9.4000,1,2.632090,0.369088,0.852706,0.039722
9.4000,2,2.211860,0.637567,0.708378,-0.023542
9.4000,3,3.849340,0.689533,0.572013,-0.099256
9.4000,4,3.424700,0.571663,0.933235,-0.075108
9.4000,5,2.802850,0.684869,0.802949,0.018568
9.4000,6,4.699520,0.502076,0.058581,0.000731
9.4000,7,5.003780,0.955929,-0.020850,0.078089
9.5000,0,5.018360,0.446155,0.022761,-0.075319
9.5000,1,2.737720,0.370780,1.246690,-0.004417
9.5000,2,2.289460,0.635883,0.839191,-0.010575
9.5000,3,3.914820,0.684477,0.732322,-0.005000
9.5000,4,3.506910,0.566093,0.718219,-0.037535
9.5000,5,2.887440,0.691235,0.886025,0.105837
9.5000,6,4.703630,0.498405,0.033545,-0.060943
9.5000,7,5.002310,0.961548,-0.009147,0.035563
9.6000,0,5.020230,0.440099,0.014722,-0.046881
9.6000,1,2.847500,0.374426,0.958429,0.074710
9.6000,2,2.383860,0.635748,1.042030,0.007278
9.6000,3,3.975830,0.683055,0.495800,-0.022836
9.6000,4,3.570950,0.560492,0.567678,-0.073289
9.6000,5,2.986620,0.703944,1.017230,0.004468
9.6000,6,4.708530,0.496519,0.064262,0.020762
9.6000,7,5.001650,0.964736,0.006705,0.033965
9.7000,0,5.020360,0.439680,-0.011239,0.035673
9.7000,1,2.923720,0.384155,0.578596,0.118407
9.7000,2,2.479390,0.638955,0.874074,0.055254
9.7000,3,4.031290,0.681612,0.609645,-0.006559
9.7000,4,3.625730,0.556425,0.529235,-0.010149
9.7000,5,3.089330,0.703264,1.036440,-0.017179
9.7000,6,4.709890,0.500369,0.000933,0.057436
9.7000,7,5.002490,0.963439,0.007505,-0.029063
9.8000,0,5.019900,0.441161,0.001481,-0.004772
9.8000,1,2.979790,0.396055,0.532015,0.140556
9.8000,2,2.575660,0.648019,1.045530,0.123750
9.8000,3,4.098760,0.680862,0.735606,-0.008371
9.8000,4,3.693360,0.559229,0.813853,0.063775
9.8000,5,3.193040,0.701672,1.052940,-0.033322
9.8000,6,4.710390,0.506334,0.009372,0.062061
9.8000,7,5.002720,0.960826,-0.002770,-0.023334
9.9000,0,5.020080,0.440584,0.002219,-0.007103
9.9000,1,3.040390,0.410795,0.675298,0.153801
9.9000,2,2.663870,0.660855,0.729151,0.132679
9.9000,3,4.160480,0.683103,0.506340,0.051200
9.9000,4,3.788020,0.559545,1.070740,-0.053541
9.9000,5,3.299160,0.698749,1.069000,-0.025408
9.9000,6,4.711210,0.513231,0.010441,0.081641
9.9000,7,5.002550,0.961278,-0.001105,0.004223